all定位误差X-1,all定位误差Y-1,all定位误差X-2,all定位误差Y-2,all定位误差X-3,all定位误差Y-3,all定位误差X-4,all定位误差Y-4,all物件坐标X-1,all物件坐标Y-1,all物理坐标X-1,all物理坐标Y-1,catch定位误差X(移动到拍照位),catch定位误差Y(移动到拍照位),catch光栅反馈X(移动到拍照位),catch光栅反馈Y(移动到拍照位),视觉误差X,视觉误差Y,catch复拍物件坐标X,catch复拍物件坐标Y,catch复拍物理坐标X,catch复拍物理坐标Y,catchPLC坐标X,catchPLC坐标Y,catch定位误差X,catch定位误差Y,catch光栅反馈X,catch光栅反馈Y,releasePLC坐标X,releasePLC坐标Y,release定位误差X,release定位误差Y,release光栅反馈X,release光栅反馈Y,贴合误差X,贴合误差Y,release视觉坐标X(像素),release视觉坐标Y(像素)
-0.075294495,-0.01499939,-0.124801636,-0.01499939,-0.124801636,-0.01999855,-0.096801758,-0.01999855,2111.187,1391.912,-45.209,26.017,-0.124801636,-0.01499939,230.8,120.6,-0.039627075,0.02135467529296875,2110.599,1391.593,-45.17,25.995,224.9,83.1,-0.134796143,-0.005004883,225,83.1,-50.4,32.5,-0.080001831,-0.009998322,-50.3,32.5,-3.769042969,6.2908935546875,2186.231,847.291
-0.075294495,-0.01499939,-0.124801636,-0.01499939,-0.124801636,-0.01999855,-0.096801758,-0.01999855,2044.656,1374.973,-40.737,24.891,-0.124801636,-0.01999855,230.8,28.5,-0.036647797,0.004940032958984375,2044.11,1374.898,-40.7,24.886,220.4,-7.9,-0.144790649,-0.009999752,220.5,-7.9,-50.4,-12,-0.080001831,-0.020000458,-50.3,-12,-4,8,2186,849
-0.075294495,-0.01499939,-0.124801636,-0.01499939,-0.124801636,-0.01999855,-0.096801758,-0.01999855,1810.5,1435.5,-25.04,29.021,-0.076797485,-0.010000229,113,28.5,0.11966323852539062,-0.089635849,1812.275,1436.837,-25.16,29.111,87,-12,-0.076797485,-0.020000458,87.1,-12,-50,77.5,-0.080001831,-0.009994507,-49.9,77.5,5.800292969,5.400146484,2195.8,846.4
-0.055297852,-0.01499939,-0.104797363,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,732.7,1367.911,47.336,24.717,-0.055297852,-0.01499939,106.2,120.6,0.02765655517578125,0.020860671997070312,733.114,1367.602,47.309,24.696,7.8,84.4,-0.07529974,-0.004997253,7.9,84.4,-50,77.5,-0.060001373,-0.019996643,-49.9,77.5,1,2,2191,843
-0.055297852,-0.01499939,-0.104797363,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,891.59,1328.706,36.684,22.04,-0.104797363,-0.01499939,230.8,120.6,0.008453369140625,-0.009876251,891.715,1328.853,36.676,22.05,143,87.1,-0.08480835,-0.004997253,143.1,87.1,-50.4,32.5,-0.060001373,-0.009998322,-50.3,32.5,-1.173828125,-6.092407227,2188.826,834.908
-0.055297852,-0.01499939,-0.104797363,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,910.288,1431.868,35.391,28.983,-0.104797363,-0.01999855,230.8,28.5,-0.008995056,0.0002899169921875,-1,-1,-1,-1,144.3,-12,-0.094802856,-0.019999504,144.4,-12,-50.4,-12,-0.060001373,-0.020000458,-50.3,-12,-5.5,-1,2184.5,840
-0.055297852,-0.01499939,-0.104797363,-0.01499939,-0.104797363,-0.01999855,-0.076797485,-0.01999855,648.791,1443.357,52.941,29.817,-0.056800842,-0.010000229,113,28.5,0.02056884765625,-0.030759811,649.095,1443.815,52.921,29.848,9,-12.8,-0.076799393,-0.010000229,9.1,-12.8,-50,122.8,-0.060001373,-0.009994507,-49.9,122.8,-4.100097656,0.70001220703125,2185.9,841.7
-0.075294495,-0.01499939,-0.124801636,-0.01499939,-0.124801636,-0.01999855,-0.096801758,-0.01999855,685.885,1361.939,50.481,24.325,-0.075294495,-0.01499939,106.3,120.6,0.0086517333984375,0.0051517486572265625,686.015,1361.863,50.472,24.32,4.7,84.8,-0.095299244,-0.004997253,4.8,84.8,-50,122.8,-0.080001831,-0.009994507,-49.9,122.8,-1.099609375,-1.699890137,2188.9,839.3
-0.075294495,-0.01499939,-0.124801636,-0.01499939,-0.124801636,-0.01999855,-0.096801758,-0.01999855,869.347,1370.351,38.162,24.85,-0.124801636,-0.01499939,230.8,120.6,0.003749847412109375,4.57763671875e-05,869.403,1370.351,38.159,24.85,141.5,84.3,-0.104797363,-0.01499939,141.6,84.3,-50.4,-12,-0.080001831,-0.020000458,-50.3,-12,-2,-2,2188,839
-0.075294495,-0.01499939,-0.124801636,-0.01499939,-0.124801636,-0.01999855,-0.096801758,-0.01999855,887.66,1386.111,36.927,25.907,-0.124801636,-0.010000229,230.8,28.5,-0.014827728,-0.017505646,887.438,1386.37,36.942,25.924,142.7,-8.9,-0.114807129,-0.010000229,142.8,-8.9,-50.4,32.5,-0.080001831,-0.009998322,-50.3,32.5,-3.3046875,-6.453979492,2186.695,834.546
